Name,Movie,Year,Cause of Death
Matt Keeslar,Texas Rangers,2001,Cutting Instrument
Steven Geray,Tarzan and the Amazons,1945,Other
Marty Feldman,Yellowbeard,1983,Impact
Toby Kebbell,Alexander,2004,Other
Toby Kebbell,Dead Mans Shoes,2004,Strangulation
Toby Kebbell,RocknRolla,2008,Firearms
Toby Kebbell,The Conspirator,2010,Firearms
Toby Kebbell,Prince of Persia: The Sands of Time,2010,Cutting Instrument
Toby Kebbell,The Sorcerers Apprentice,2010,Blunt Objects
Toby Kebbell,The Veteran,2011,Firearms
Toby Kebbell,Dawn of the Planet of the Apes,2014,Impact
Toby Kebbell,Fantastic Four,2015,Explosives
Toby Kebbell,Warcraft,2016,Personal Weapons
Toby Kebbell,Kong: Skull Island,2017,Animals
Toby Kebbell,Destroyer,2018,Firearms
Toby Kebbell,Bloodshot,2020,Cutting Instrument
Harvey Fierstein,Independence Day,1996,Vehicular
Harvey Fierstein,Kull the Conqueror,1997,Drowning
Harvey Fierstein,Death to Smoochy,2002,Cutting Instrument
Harvey Fierstein,Foodfight!,2012,Firearms
Yayan Ruhian,Merantau,2009,Firearms
Yayan Ruhian,The Raid: Redemption,2011,Animals
Yayan Ruhian,The Raid 2,2014,Cutting Instrument
Yayan Ruhian,Yakuza Apocalpyse: The Great War of the Underworld,2015,Animals
Yayan Ruhian,Star Wars Episode VII: The Force Awakens,2015,Animals
Yayan Ruhian,Beyond Skyline,2017,Supernatural
Yayan Ruhian,Satria Heroes: Revenge Of Darkness,2017,Ailment
Yayan Ruhian,Wiro Sableng 212,2018,Cutting Instrument
Yayan Ruhian,Boy Kills World,2024,Cutting Instrument
Catherine Keener,An American Crime,2007,Ailment
Catherine Keener,"Synecdoche, New York",2008,Ailment
Catherine Keener,Percy Jackson & the Olympians: The Lightning Thief,2010,Weather
Catherine Keener,Jackass Presents: Bad Grandpa,2013,Vehicular
Catherine Keener,Get Out,2017,Cutting Instrument
Catherine Keener,The Adam Project,2022,Firearms
Kevin Sorbo,Meet the Spartans,2008,Cutting Instrument
Kevin Sorbo,Julia X,2011,Cutting Instrument
Kevin Sorbo,Paranormal Movie,2013,Cutting Instrument
Kevin Sorbo,Gods Not Dead,2014,Vehicular
Rick Skene,Population 436,2006,Vehicular
Rick Skene,Silent Night,2012,Fire
Jessica Lowndes,The Haunting of Molly Hartley,2008,Cutting Instrument
Jessica Lowndes,Altitude,2010,Vehicular
Jessica Lowndes,The Devils Carnival,2012,Supernatural
Adan Canto,X-Men: Days of Future Past,2014,Cutting Instrument
Mark Camacho,Stiletto Dance,2001,Cutting Instrument
Mark Camacho,Punisher: War Zone,2008,Firearms
Mark Camacho,X-Men: Days of Future Past,2014,Ailment
Lynn Redgrave,Hansel & Gretel,2002,Impact
Lynn Redgrave,The Jane Austen Book Club,2007,Blunt Objects
Patrick Troughton,Hamlet,1948,Poison
Patrick Troughton,King Lear,1948,Cutting Instrument
Patrick Troughton,Treasure Island,1950,Cutting Instrument
Patrick Troughton,The Black Knight,1954,Cutting Instrument
Patrick Troughton,Richard III,1955,Cutting Instrument
Patrick Troughton,Phantom of the Opera,1962,Supernatural
Patrick Troughton,The Viking Queen,1967,Cutting Instrument
Patrick Troughton,Scars of Dracula,1970,Impact
Patrick Troughton,The Omen,1976,Cutting Instrument
Holly Palance,The Omen,1976,Strangulation
Holly Palance,The Comeback,1978,Cutting Instrument
Billie Whitelaw,The Flesh and the Fiends,1959,Supernatural
Billie Whitelaw,Twisted Nerve,1968,Cutting Instrument
Billie Whitelaw,Night Watch,1973,Cutting Instrument
Billie Whitelaw,The Omen,1976,Cutting Instrument
Billie Whitelaw,A Tale of Two Cities,1980,Firearms
Billie Whitelaw,The Krays,1990,Ailment
Billie Whitelaw,Jane Eyre,1996,Other
Freya Tingley,Jersey Boys,2014,Narcotics
Josh Hutcherson,Zathura,2005,Other
Josh Hutcherson,The Hunger Games: Catching Fire,2013,Firearms
Josh Hutcherson,Escobar: Paradise Lost,2014,Cutting Instrument
Josh Hutcherson,Tragedy Girls,2017,Cutting Instrument
Josh Hutcherson,Burn,2019,Fire
Josh Hutcherson,The Beekeeper,2024,Firearms
Mario Donatone,Phenomena,1985,Cutting Instrument
Mario Donatone,The Godfather Part III,1990,Firearms
Sofia Coppola,The Godfather Part III,1990,Firearms
Bernard Fox,Yellowbeard,1983,Other
Bernard Fox,The Mummy,1999,Supernatural
Wendell Pierce,Parker,2013,Firearms
Divine,The Diane Linkletter Story,1969,Impact
Divine,Multiple Maniacs,1970,Firearms
Divine,Female Trouble,1974,Cutting Instrument
Divine,Trouble in Mind,1985,Firearms
Susan Sarandon,Joe,1970,Firearms
Susan Sarandon,The Great Waldo Pepper,1975,Impact
Susan Sarandon,The Hunger,1983,Cutting Instrument
Susan Sarandon,Thelma & Louise,1991,Vehicular
Susan Sarandon,Stepmom,1998,Ailment
Susan Sarandon,Igby Goes Down,2002,Strangulation
Susan Sarandon,Enchanted,2007,Impact
Susan Sarandon,Cloud Atlas,2012,Fire
Susan Sarandon,Blackbird,2019,Narcotics
Susan Sarandon,The Jesus Rolls,2020,Firearms
Susan Sarandon,Ride the Eagle,2021,Animals
Susan Sarandon,Blue Beetle,2023,Explosives
Michelle Fairley,Ironclad: Battle for Blood,2014,Poison
Jennifer Tisdale,Dark Ride,2006,Other
Tatyana Ali,The Clown at Midnight,1998,Cutting Instrument
Tatyana Ali,Brother,2000,Firearms
Lesleh Donaldson,Happy Birthday to Me,1981,Cutting Instrument
Lesleh Donaldson,Deadly Eyes,1982,Other
Lesleh Donaldson,Curtains,1983,Fire
Lesleh Donaldson,Target: My Daughter,2017,Firearms
Wil Horneff,7eventy 5ive,2007,Cutting Instrument
Daniella Evangelista,Disturbing Behavior,1998,Impact
Daniella Evangelista,Cabin by the Lake,2000,Drowning
Daniella Evangelista,Wishmaster 3: Beyond the Gates of Hell,2001,Supernatural
Daniella Evangelista,The Mangler 2,2002,Blunt Objects
Daniella Evangelista,Kill Switch,2008,Personal Weapons
Daniella Evangelista,Alien Trespass,2009,Supernatural
Jayne Eastwood,Dawn of the Dead,2004,Firearms
Jayne Eastwood,Trigger Point,2021,Firearms
Carolyn Hennesy,Terminator 3: Rise of the Machines,2003,Vehicular
Garrett Morris,The Stuff,1985,Supernatural
Basil Wallace,Marked for Death,1990,Cutting Instrument
Basil Wallace,Wedlock,1991,Other
Basil Wallace,Return of the Living Dead 3,1993,Supernatural
Basil Wallace,Caught Up,1998,Firearms
Katie Featherston,Paranormal Activity,2007,Firearms
Jessica Morris,Decadent Evil II,2007,Strangulation
Jessica Morris,The 6th Friend,2016,Cutting Instrument
Jessica Morris,Legend of Fall Creek,2021,Impact
Bob Balaban,Deconstructing Harry,1997,Ailment
Bob Balaban,Jakob The Liar,1999,Strangulation
Bob Balaban,Cradle Will Rock,1999,Blunt Objects
Bob Balaban,The Mexican,2001,Firearms
Bob Balaban,Lady in the Water,2006,Drowning
Bob Balaban,The Grand Budapest Hotel,2014,Other
Stellina Rusich,Unforgettable,1996,Blunt Objects
Stellina Rusich,Ruby Herring Mysteries:  Silent Witness,2019,Drowning
Melora Hardin,Absolute Power,1997,Firearms
Roy Abramsohn,Rapid Fire,1992,Firearms
Roy Abramsohn,Escape from Tomorrow,2013,Other
Stass Klassen,Escape from Tomorrow,2013,Cutting Instrument
William Smith,The Deadly Trackers,1973,Cutting Instrument
William Smith,The Ultimate Warrior,1975,Impact
William Smith,Twilights Last Gleaming,1977,Firearms
William Smith,Blackjack,1978,Blunt Objects
William Smith,Conan the Barbarian,1982,Cutting Instrument
William Smith,Red Dawn,1984,Firearms
William Smith,Eye of the Tiger,1986,Animals
William Smith,Moon in Scorpio,1987,Cutting Instrument
William Smith,Bulletproof,1988,Firearms
William Smith,Hell Comes to Frogtown,1988,Firearms
William Smith,Maniac Cop,1988,Cutting Instrument
William Smith,Memorial Valley Massacre,1989,Explosives
William Smith,Action U.S.A.,1989,Firearms
William Smith,Champagne and Bullets,1993,Firearms
William Smith,Uncle Sam,1996,Firearms
Denholm Elliott,"McGuire, Go Home!",1965,Firearms
Denholm Elliott,Too Late the Hero,1970,Firearms
Denholm Elliott,The House That Dripped Blood,1971,Strangulation
Denholm Elliott,The Vault of Horror,1973,Supernatural
Denholm Elliott,Robin and Marian,1976,Other
Denholm Elliott,Saint Jack,1979,Ailment
Denholm Elliott,Zulu Dawn,1979,Cutting Instrument
Denholm Elliott,The Razors Edge,1984,Cutting Instrument
Denholm Elliott,Underworld,1985,Fire
Denholm Elliott,Return From The River Kwai,1989,Drowning
Denholm Elliott,Indiana Jones and the Kingdom of the Crystal Skull,2008,Other
Denholm Elliott,Alfred Hitchcock Presents,1959,Poison
Denholm Elliott,Mystery and Imagination: The Fall of the House of Usher,1966,Impact
Denholm Elliott,Mystery and Imagination: Dracula,1968,Cutting Instrument
Denholm Elliott,The Persuaders!,1972,Vehicular
Denholm Elliott,Tales of the Unexpected,1980,Firearms
Denholm Elliott,The Ray Bradbury Theater,1988,Other
Pamela Gidley,Cherry 2000,1987,Drowning
Pamela Gidley,The Blue Iguana,1988,Firearms
Pamela Gidley,The Last of the Finest,1990,Cutting Instrument
Pamela Gidley,Highway to Hell,1992,Vehicular
Pamela Gidley,Twin Peaks: Fire Walk with Me,1992,Firearms
Pamela Gidley,Mafia!,1998,Explosives
Pamela Gidley,True Blue,2001,Firearms
Charles Napier,"Cherry, Harry & Raquel!",1970,Firearms
Charles Napier,Supervixens,1975,Explosives
Charles Napier,Last Embrace,1979,Impact
Charles Napier,Alien from the Deep,1989,Supernatural
Charles Napier,The Silence of the Lambs,1991,Personal Weapons
Charles Napier,Silk Degrees,1994,Firearms
Charles Napier,Ballistic,1995,Explosives
Charles Napier,The Nutty Professor II: The Klumps,2000,Explosives
Charles Napier,Life Blood,2009,Firearms
Frank Bolger,Mudhoney,1965,Strangulation
Frank Bolger,Common Law Cabin,1967,Firearms
Frank Bolger,"Cherry, Harry & Raquel!",1970,Cutting Instrument
Stuart Lancaster,"Faster, Pussycat! Kill! Kill!",1965,Vehicular
Stuart Lancaster,Mudhoney,1965,Strangulation
Stuart Lancaster,Batman Returns,1992,Ailment
Hal Hopper,Mudhoney,1965,Strangulation
Kyle McCulloch,Tales from the Gimli Hospital,1988,Ailment
Kyle McCulloch,Careful,1992,Impact
Stephen Snyder,Tales from the Gimli Hospital,1988,Ailment
Angela Heck,Tales from the Gimli Hospital,1988,Ailment
Linda Schinkel,Tales from the Gimli Hospital,1988,Ailment
D.P. Snidal,The Dead Father,1985,Ailment
Joe De Santis,Blue,1968,Firearms
Cary Elwes,Lady Jane,1986,Cutting Instrument
Cary Elwes,The Princess Bride,1987,Supernatural
Cary Elwes,Glory,1989,Firearms
Cary Elwes,The Jungle Book,1994,Supernatural
Cary Elwes,Twister,1996,Explosives
Cary Elwes,The Informant,1997,Explosives
Cary Elwes,Kiss the Girls,1997,Cutting Instrument
Cary Elwes,Cradle Will Rock,1999,Blunt Objects
Cary Elwes,Race Against Time,2000,Firearms
Cary Elwes,Shadow of the Vampire,2000,Supernatural
Cary Elwes,The Cats Meow,2001,Firearms
Cary Elwes,Comic Book Villains,2002,Firearms
Cary Elwes,Ella Enchanted,2004,Poison
Cary Elwes,Justice League: The Flashpoint Paradox,2013,Cutting Instrument
Cary Elwes,Indiscretion,2016,Firearms
Cary Elwes,Sugar Mountain,2016,Impact
Cary Elwes,Black Christmas,2019,Firearms
Cary Elwes,The Unholy,2021,Explosives
Cary Elwes,Mission: Impossible - Dead Reckoning Part 1,2023,Cutting Instrument
Cary Elwes,Rebel Moon – Part One: A Child of Fire,2023,Firearms
Cary Elwes,Rebel Moon – Part Two: The Scargiver,2024,Cutting Instrument
Mark Dacascos,American Samurai,1992,Personal Weapons
Mark Dacascos,Deadly Past,1995,Other
Mark Dacascos,The Island of Dr. Moreau,1996,Firearms
Mark Dacascos,Redline,1997,Firearms
Mark Dacascos,Brotherhood of the Wolf,2001,Animals
Mark Dacascos,Cradle 2 The Grave,2003,Personal Weapons
Mark Dacascos,Nomad: The Warrior,2005,Cutting Instrument
Mark Dacascos,The Lost Medallion: The Adventures of Billy Stone,2013,Blunt Objects
Mark Dacascos,John Wick: Chapter 3 - Parabellum,2019,Cutting Instrument
Mark Dacascos,One Night in Bangkok,2020,Firearms
Mark Dacascos,Assault on VA-33,2021,Firearms
Ronan Vibert,Tale of the Mummy,1998,Supernatural
Ronan Vibert,Shadow of the Vampire,2000,Supernatural
James Gregory,The Scarlet Hour,1956,Firearms
James Gregory,The Manchurian Candidate,1962,Firearms
James Gregory,The Sons of Katie Elder,1965,Fire
James Gregory,Beneath the Planet of the Apes,1970,Firearms
James Gregory,Shoot-out,1971,Firearms
Carmen Ejogo,Alex Cross,2012,Firearms
Carmen Ejogo,Alien: Covenant,2017,Supernatural
Carmen Ejogo,It Comes at Night,2017,Ailment
Scott Adkins,Batman Begins,2005,Other
Scott Adkins,The Shepherd: Border Patrol,2008,Personal Weapons
Scott Adkins,Stag Night,2008,Cutting Instrument
Scott Adkins,The Tournament,2009,Explosives
Scott Adkins,X-Men Origins: Wolverine,2009,Animals
Scott Adkins,The Expendables 2,2012,Cutting Instrument
Scott Adkins,Universal Soldier: Day of Reckoning,2012,Firearms
Scott Adkins,The Legend of Hercules,2014,Cutting Instrument
Scott Adkins,Wolf Warrior,2015,Animals
Scott Adkins,Zero Tolerance,2015,Other
Scott Adkins,Re-Kill,2015,Supernatural
Scott Adkins,Doctor Strange,2016,Personal Weapons
Scott Adkins,The Brothers Grimsby,2016,Firearms
Scott Adkins,Home Invasion,2016,Firearms
Scott Adkins,Jarhead 3: The Siege,2016,Explosives
Scott Adkins,American Assassin,2017,Cutting Instrument
Scott Adkins,No Surrender,2018,Explosives
Scott Adkins,Triple Threat,2019,Cutting Instrument
Scott Adkins,Section 8,2022,Firearms
Scott Adkins,John Wick: Chapter 4,2023,Personal Weapons
Scott Adkins,Lights Out,2024,Firearms
Craig Shoemaker,Safe House,1998,Firearms
Mark Mahoney,Blood Ties,2013,Other
Mark Mahoney,Black Mass,2015,Firearms
Daniel Thomas May,Fear Street Part Three: 1666,2021,Cutting Instrument
Gary Reineke,The Clown Murders,1976,Firearms
John Bayliss,The Clown Murders,1976,Firearms
Carrie Fisher,The Time Guardian,1987,Cutting Instrument
Carrie Fisher,Shes Back,1989,Cutting Instrument
Carrie Fisher,Austin Powers: International Man of Mystery,1997,Other
Carrie Fisher,Sorority Row,2009,Cutting Instrument
Carrie Fisher,Star Wars Episode IX: The Rise of Skywalker,2019,Personal Weapons
Meshach Taylor,Damien: Omen II,1978,Strangulation
Vince Viverito,The Untouchables,1987,Firearms
Vince Viverito,Ghost Dog: The Way of the Samurai,1999,Supernatural
Vinny Vella,Casino,1995,Ailment
Vinny Vella,Ghost Dog: The Way of the Samurai,1999,Supernatural
Joseph Rigano,Ghost Dog: Way of the Samurai,1999,Supernatural
Joseph Rigano,Anaylze This,1999,Firearms
Frank Adonis,Shafts Big Score!,1972,Firearms
Frank Adonis,True Romance,1993,Firearms
Frank Adonis,Ghost Dog: The Way of the Samurai,1999,Supernatural
Frank Minucci,Carlitos Way,1993,Blunt Objects
Frank Minucci,Ghost Dog: The Way of the Samurai,1999,Supernatural
Robin Wright,Forrest Gump,1994,Ailment
Robin Wright,The Singing Detective,2003,Drowning
Robin Wright,The Conspirator,2010,Strangulation
Robin Wright,Wonder Woman,2017,Firearms
Robin Wright,Blade Runner 2049,2017,Cutting Instrument
Robin Wright,Glass,2019,Other
Robin Wright,Devils Peak,2023,Supernatural
Robin Wright,Damsel,2024,Fire
Hayden Panettiere,Scream 4,2011,Cutting Instrument
Adrian Pasdar,Carlitos Way,1993,Personal Weapons
Joseph Siravo,Carlitos Way,1993,Firearms
Edmonte Salvato,Carlitos Way,1993,Firearms
James Harvey Ward,Braven,2018,Personal Weapons
Radha Mitchell,Pitch Black,2000,Supernatural
Radha Mitchell,Surrogates,2009,Firearms
Radha Mitchell,Run Hide Fight,2020,Personal Weapons
Radha Mitchell,Asking For It,2021,Firearms
Brandon Hillock,Veronica Mars,2014,Vehicular
Andrea Estella,Veronica Mars,2014,Impact
Christine Lakin,Veronica Mars,2014,Narcotics
Sullivan Stapleton,Darkness Falls,2003,Impact
Sullivan Stapleton,Animal Kingdom,2010,Firearms
Sullivan Stapleton,Gangster Squad,2013,Firearms
Sullivan Stapleton,Kill Me Three Times,2014,Explosives
Wendy Hamilton,The Man Who Had Power Over Women,1970,Other
Wendy Hamilton,Scars of Dracula,1970,Other
James Booth,The Hellions,1961,Firearms
James Booth,Darker Than Amber,1970,Blunt Objects
James Booth,The Man Who Had Power Over Women,1970,Impact
James Booth,Brannigan,1975,Firearms
James Booth,Cabo Blanco,1980,Explosives
James Booth,Pray for Death,1985,Other
James Booth,Programmed to Kill,1987,Impact
James Booth,The Breed,2001,Cutting Instrument
James Booth,Keeping Mum,2005,Blunt Objects
Igal Naor,Munich,2005,Explosives
Igal Naor,Green Zone,2010,Firearms
Igal Naor,300: Rise of an Empire,2014,Firearms
Igal Naor,Stratton,2017,Explosives
Ashraf Barhom,The Kingdom,2007,Firearms
Ashraf Barhom,300: Rise of an Empire,2014,Drowning
Ashraf Barhom,Tyrant: The Dead and the Living,2016,Strangulation
Roger Moore,Diane,1956,Cutting Instrument
Roger Moore,The Man Who Haunted Himself,1970,Vehicular
Bill Cable,Basic Instinct,1992,Cutting Instrument
Lynne Thigpen,Blankman,1994,Firearms
Shannon Ashlyn,Wolf Creek 2,2013,Animals
Philippe Klaus,Wolf Creek 2,2013,Animals
John Jarratt,Savages Crossing,2011,Drowning
John Jarratt,Shiver,2012,Firearms
John Jarratt,Django Unchained,2012,Firearms
John Jarratt,100 Bloody Acres,2012,Firearms
John Jarratt,Boar,2018,Other
Natalie Martinez,Keep Watching,2017,Vehicular
Britt Robertson,From Within,2008,Vehicular
Britt Robertson,Scream 4,2011,Cutting Instrument
Britt Robertson,Ask Me Anything,2014,Other
Britt Robertson,I Still Believe,2020,Ailment
Simon Greenall,Alan Partridge: Alpha Papa,2013,Firearms
Christopher Lawford,Blankman,1994,Explosives
Mimi Craven,Mikey,1992,Cutting Instrument
Mimi Craven,Last Gasp,1995,Other
Mimi Craven,Daddys Girl,1996,Blunt Objects
Carlo Rota,First Degree,1996,Firearms
Carlo Rota,The Boondock Saints,1999,Firearms
Carlo Rota,Saw V,2008,Explosives
Carlo Rota,Trigger Point,2021,Firearms
Jacob Vargas,Get Shorty,1995,Firearms
Jacob Vargas,Traffic,2000,Firearms
Jacob Vargas,The Death and Life of Bobby Z,2007,Firearms
Jacob Vargas,The Hills Have Eyes 2,2007,Explosives
Jacob Vargas,Beyond Skyline,2017,Firearms
Jacob Vargas,Kimi,2022,Firearms
Peter Firth,Aces High,1976,Vehicular
Peter Firth,The Hunt for Red October,1990,Strangulation
Peter Firth,Chill Factor,1999,Explosives
Peter Firth,Pearl Harbor,2001,Explosives
Isaach De Bankolé,Casino Royale,2006,Strangulation
Isaach De Bankolé,The Last Witch Hunter,2015,Other
Isaach De Bankolé,Shaft,2019,Firearms
Vic Manni,Maniac Cop,1988,Other
Vic Manni,The Last Boy Scout,1991,Firearms
Vic Manni,Bad Boys,1995,Firearms
Vic Manni,Enemy of the State,1998,Firearms
Frank John Hughes,Bad Boys,1995,Firearms
Frank John Hughes,Angels Dance,1999,Supernatural
Billy Campbell,Bram Stokers Dracula,1992,Cutting Instrument
Billy Campbell,Enough,2002,Personal Weapons
Nestor Serrano,City Hall,1996,Firearms
Nestor Serrano,Bait,2000,Other
Nestor Serrano,Showtime,2002,Firearms
Nestor Serrano,The Man,2005,Firearms
Nestor Serrano,Act of Valor,2012,Firearms
Nestor Serrano,Bad Boys: Ride or Die,2024,Vehicular
Rick Ducommun,Little Monsters,1989,Supernatural
Rick Ducommun,The Last Boy Scout,1991,Drowning
Rick Ducommun,Last Action Hero,1993,Cutting Instrument
Mary Elizabeth Winstead,Black Christmas,2006,Vehicular
Mary Elizabeth Winstead,Final Destination 3,2006,Cutting Instrument
Mary Elizabeth Winstead,The Thing,2011,Other
Mary Elizabeth Winstead,Abraham Lincoln: Vampire Hunter,2012,Supernatural
Mary Elizabeth Winstead,Kate,2021,Poison
Kylie Minogue,Cut,2000,Cutting Instrument
Kylie Minogue,Holy Motors,2012,Impact
Kylie Minogue,San Andreas,2015,Impact
June Brown,Murder By Decree,1979,Cutting Instrument
Cher,Good Times,1967,Firearms
Raymond Franza,The Family,2013,Firearms
Cody Christian,The Starving Games,2013,Firearms
Cody Christian,Assassination Nation,2018,Firearms
Karl Hayden,Patriot Games,1992,Firearms
Andrew Connolly,Patriot Games,1992,Firearms
Jonathan Ryan,Patriot Games,1992,Firearms
David Threlfall,Patriot Games,1992,Firearms
David Threlfall,Hot Fuzz,2007,Cutting Instrument
David Threlfall,Black Sea,2014,Drowning
Alex Norton,Patriot Games,1992,Firearms
Alex Norton,Orphans,1998,Vehicular
Alex Norton,Beautiful Creatures,2000,Supernatural
Alex Norton,Complicity,2000,Other
Alex Norton,Pirates of the Caribbean: Dead Mans Chest,2006,Other
Hugh Fraser,Patriot Games,1992,Firearms
Patrick Bergin,Sleeping with the Enemy,1991,Firearms
Patrick Bergin,Patriot Games,1992,Firearms
Patrick Bergin,Eye of the Beholder,1999,Vehicular
Patrick Bergin,The Invisible Circus,2001,Ailment
Patrick Bergin,Shark Week,2012,Animals
Patrick Bergin,Free Fire,2016,Firearms
Patrick Bergin,Cage,2016,Other
Patrick Bergin,Hangover in Death Valley,2018,Firearms
Patrick Bergin,The Last Days of American Crime,2020,Cutting Instrument
Polly Walker,Patriot Games,1992,Firearms
Polly Walker,Sliver,1993,Cutting Instrument
Polly Walker,Dark Harbor,1998,Poison
Polly Walker,Clash of the Titans,2010,Other
Polly Walker,John Carter,2012,Supernatural
